,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Year,Value,Notes,Continent
6735,Ethiopia,2008,Male,Not applicable,Percent,64.87526,1994,27.0,,Africa
6736,Ethiopia,2007,Male,Not applicable,Percent,57.93906,2007,39.0,,Africa
6737,Ethiopia,2007,Male,Not applicable,Percent,57.93906,2005,29.8,2.0,Africa
6738,Ethiopia,2007,Male,Not applicable,Percent,57.93906,2005,29.8,,Africa
6739,Ethiopia,2007,Male,Not applicable,Percent,57.93906,2004,35.9,,Africa
6740,Ethiopia,2007,Male,Not applicable,Percent,57.93906,1994,27.0,,Africa
6741,Ethiopia,2007,Female,Not applicable,Percent,54.39078000000001,2007,39.0,,Africa
6742,Ethiopia,2007,Female,Not applicable,Percent,54.39078000000001,2005,29.8,2.0,Africa
6743,Ethiopia,2007,Female,Not applicable,Percent,54.39078000000001,2005,29.8,,Africa
6744,Ethiopia,2007,Female,Not applicable,Percent,54.39078000000001,2004,35.9,,Africa
6745,Ethiopia,2007,Female,Not applicable,Percent,54.39078000000001,1994,27.0,,Africa
6746,Ethiopia,2007,All genders,Not applicable,Percent,56.301159999999996,2007,39.0,,Africa
6747,Ethiopia,2007,All genders,Not applicable,Percent,56.301159999999996,2005,29.8,2.0,Africa
6748,Ethiopia,2007,All genders,Not applicable,Percent,56.301159999999996,2005,29.8,,Africa
6749,Ethiopia,2007,All genders,Not applicable,Percent,56.301159999999996,2004,35.9,,Africa
6750,Ethiopia,2007,All genders,Not applicable,Percent,56.301159999999996,1994,27.0,,Africa
6751,Ethiopia,2006,All genders,Not applicable,Percent,42.15957,2007,39.0,,Africa
6752,Ethiopia,2006,All genders,Not applicable,Percent,42.15957,2005,29.8,2.0,Africa
6753,Ethiopia,2006,All genders,Not applicable,Percent,42.15957,2005,29.8,,Africa
6754,Ethiopia,2006,All genders,Not applicable,Percent,42.15957,2004,35.9,,Africa
6755,Ethiopia,2006,All genders,Not applicable,Percent,42.15957,1994,27.0,,Africa
6756,Ethiopia,2006,Female,Not applicable,Percent,40.84373,2007,39.0,,Africa
6757,Ethiopia,2006,Female,Not applicable,Percent,40.84373,2005,29.8,2.0,Africa
6758,Ethiopia,2006,Female,Not applicable,Percent,40.84373,2005,29.8,,Africa
6759,Ethiopia,2006,Female,Not applicable,Percent,40.84373,2004,35.9,,Africa
6760,Ethiopia,2006,Female,Not applicable,Percent,40.84373,1994,27.0,,Africa
6761,Ethiopia,2006,Male,Not applicable,Percent,43.255990000000004,2007,39.0,,Africa
6762,Ethiopia,2006,Male,Not applicable,Percent,43.255990000000004,2005,29.8,2.0,Africa
6763,Ethiopia,2006,Male,Not applicable,Percent,43.255990000000004,2005,29.8,,Africa
6764,Ethiopia,2006,Male,Not applicable,Percent,43.255990000000004,2004,35.9,,Africa
6765,Ethiopia,2006,Male,Not applicable,Percent,43.255990000000004,1994,27.0,,Africa
6766,Ethiopia,2005,Male,Not applicable,Percent,42.342890000000004,2007,39.0,,Africa
6767,Ethiopia,2005,Male,Not applicable,Percent,42.342890000000004,2005,29.8,2.0,Africa
6768,Ethiopia,2005,Male,Not applicable,Percent,42.342890000000004,2005,29.8,,Africa
6769,Ethiopia,2005,Male,Not applicable,Percent,42.342890000000004,2004,35.9,,Africa
6770,Ethiopia,2005,Male,Not applicable,Percent,42.342890000000004,1994,27.0,,Africa
6771,Ethiopia,2005,Female,Not applicable,Percent,35.06535,2007,39.0,,Africa
6772,Ethiopia,2005,Female,Not applicable,Percent,35.06535,2005,29.8,2.0,Africa
6773,Ethiopia,2005,Female,Not applicable,Percent,35.06535,2005,29.8,,Africa
6774,Ethiopia,2005,Female,Not applicable,Percent,35.06535,2004,35.9,,Africa
6775,Ethiopia,2005,Female,Not applicable,Percent,35.06535,1994,27.0,,Africa
6776,Ethiopia,2005,All genders,Not applicable,Percent,39.21151,2007,39.0,,Africa
6777,Ethiopia,2005,All genders,Not applicable,Percent,39.21151,2005,29.8,2.0,Africa
6778,Ethiopia,2005,All genders,Not applicable,Percent,39.21151,2005,29.8,,Africa
6779,Ethiopia,2005,All genders,Not applicable,Percent,39.21151,2004,35.9,,Africa
6780,Ethiopia,2005,All genders,Not applicable,Percent,39.21151,1994,27.0,,Africa
6781,Ethiopia,2004,All genders,Not applicable,Percent,37.58501,2007,39.0,,Africa
6782,Ethiopia,2004,All genders,Not applicable,Percent,37.58501,2005,29.8,2.0,Africa
6783,Ethiopia,2004,All genders,Not applicable,Percent,37.58501,2005,29.8,,Africa
6784,Ethiopia,2004,All genders,Not applicable,Percent,37.58501,2004,35.9,,Africa
6785,Ethiopia,2004,All genders,Not applicable,Percent,37.58501,1994,27.0,,Africa
6786,Ethiopia,2004,Female,Not applicable,Percent,36.72096,2007,39.0,,Africa
6787,Ethiopia,2004,Female,Not applicable,Percent,36.72096,2005,29.8,2.0,Africa
6788,Ethiopia,2004,Female,Not applicable,Percent,36.72096,2005,29.8,,Africa
6789,Ethiopia,2004,Female,Not applicable,Percent,36.72096,2004,35.9,,Africa
6790,Ethiopia,2004,Female,Not applicable,Percent,36.72096,1994,27.0,,Africa
6791,Ethiopia,2004,Male,Not applicable,Percent,38.275079999999996,2007,39.0,,Africa
6792,Ethiopia,2004,Male,Not applicable,Percent,38.275079999999996,2005,29.8,2.0,Africa
6793,Ethiopia,2004,Male,Not applicable,Percent,38.275079999999996,2005,29.8,,Africa
6794,Ethiopia,2004,Male,Not applicable,Percent,38.275079999999996,2004,35.9,,Africa
6795,Ethiopia,2004,Male,Not applicable,Percent,38.275079999999996,1994,27.0,,Africa
6796,Ethiopia,2003,Male,Not applicable,Percent,53.37996,2007,39.0,,Africa
6797,Ethiopia,2003,Male,Not applicable,Percent,53.37996,2005,29.8,2.0,Africa
6798,Ethiopia,2003,Male,Not applicable,Percent,53.37996,2005,29.8,,Africa
6799,Ethiopia,2003,Male,Not applicable,Percent,53.37996,2004,35.9,,Africa
6800,Ethiopia,2003,Male,Not applicable,Percent,53.37996,1994,27.0,,Africa
6801,Ethiopia,2003,Female,Not applicable,Percent,52.635569999999994,2007,39.0,,Africa
6802,Ethiopia,2003,Female,Not applicable,Percent,52.635569999999994,2005,29.8,2.0,Africa
6803,Ethiopia,2003,Female,Not applicable,Percent,52.635569999999994,2005,29.8,,Africa
6804,Ethiopia,2003,Female,Not applicable,Percent,52.635569999999994,2004,35.9,,Africa
6805,Ethiopia,2003,Female,Not applicable,Percent,52.635569999999994,1994,27.0,,Africa
6806,Ethiopia,2003,All genders,Not applicable,Percent,53.07611,2007,39.0,,Africa
6807,Ethiopia,2003,All genders,Not applicable,Percent,53.07611,2005,29.8,2.0,Africa
6808,Ethiopia,2003,All genders,Not applicable,Percent,53.07611,2005,29.8,,Africa
6809,Ethiopia,2003,All genders,Not applicable,Percent,53.07611,2004,35.9,,Africa
6810,Ethiopia,2003,All genders,Not applicable,Percent,53.07611,1994,27.0,,Africa
6811,Ethiopia,2002,All genders,Not applicable,Percent,49.004690000000004,2007,39.0,,Africa
6812,Ethiopia,2002,All genders,Not applicable,Percent,49.004690000000004,2005,29.8,2.0,Africa
6813,Ethiopia,2002,All genders,Not applicable,Percent,49.004690000000004,2005,29.8,,Africa
6814,Ethiopia,2002,All genders,Not applicable,Percent,49.004690000000004,2004,35.9,,Africa
6815,Ethiopia,2002,All genders,Not applicable,Percent,49.004690000000004,1994,27.0,,Africa
6816,Ethiopia,2002,Female,Not applicable,Percent,53.1384,2007,39.0,,Africa
6817,Ethiopia,2002,Female,Not applicable,Percent,53.1384,2005,29.8,2.0,Africa
6818,Ethiopia,2002,Female,Not applicable,Percent,53.1384,2005,29.8,,Africa
6819,Ethiopia,2002,Female,Not applicable,Percent,53.1384,2004,35.9,,Africa
6820,Ethiopia,2002,Female,Not applicable,Percent,53.1384,1994,27.0,,Africa
6821,Ethiopia,2002,Male,Not applicable,Percent,45.977059999999994,2007,39.0,,Africa
6822,Ethiopia,2002,Male,Not applicable,Percent,45.977059999999994,2005,29.8,2.0,Africa
6823,Ethiopia,2002,Male,Not applicable,Percent,45.977059999999994,2005,29.8,,Africa
6824,Ethiopia,2002,Male,Not applicable,Percent,45.977059999999994,2004,35.9,,Africa
6825,Ethiopia,2002,Male,Not applicable,Percent,45.977059999999994,1994,27.0,,Africa
6826,Ethiopia,2001,Male,Not applicable,Percent,42.782109999999996,2007,39.0,,Africa
6827,Ethiopia,2001,Male,Not applicable,Percent,42.782109999999996,2005,29.8,2.0,Africa
6828,Ethiopia,2001,Male,Not applicable,Percent,42.782109999999996,2005,29.8,,Africa
6829,Ethiopia,2001,Male,Not applicable,Percent,42.782109999999996,2004,35.9,,Africa
6830,Ethiopia,2001,Male,Not applicable,Percent,42.782109999999996,1994,27.0,,Africa
6831,Ethiopia,2001,Female,Not applicable,Percent,46.404990000000005,2007,39.0,,Africa
6832,Ethiopia,2001,Female,Not applicable,Percent,46.404990000000005,2005,29.8,2.0,Africa
6833,Ethiopia,2001,Female,Not applicable,Percent,46.404990000000005,2005,29.8,,Africa
6834,Ethiopia,2001,Female,Not applicable,Percent,46.404990000000005,2004,35.9,,Africa
6835,Ethiopia,2001,Female,Not applicable,Percent,46.404990000000005,1994,27.0,,Africa
6836,Ethiopia,2001,All genders,Not applicable,Percent,44.29283,2007,39.0,,Africa
6837,Ethiopia,2001,All genders,Not applicable,Percent,44.29283,2005,29.8,2.0,Africa
6838,Ethiopia,2001,All genders,Not applicable,Percent,44.29283,2005,29.8,,Africa
6839,Ethiopia,2001,All genders,Not applicable,Percent,44.29283,2004,35.9,,Africa
6840,Ethiopia,2001,All genders,Not applicable,Percent,44.29283,1994,27.0,,Africa
6841,Ethiopia,2000,All genders,Not applicable,Percent,38.80012,2007,39.0,,Africa
6842,Ethiopia,2000,All genders,Not applicable,Percent,38.80012,2005,29.8,2.0,Africa
6843,Ethiopia,2000,All genders,Not applicable,Percent,38.80012,2005,29.8,,Africa
6844,Ethiopia,2000,All genders,Not applicable,Percent,38.80012,2004,35.9,,Africa
6845,Ethiopia,2000,All genders,Not applicable,Percent,38.80012,1994,27.0,,Africa
6846,Ethiopia,2000,Female,Not applicable,Percent,36.68843,2007,39.0,,Africa
6847,Ethiopia,2000,Female,Not applicable,Percent,36.68843,2005,29.8,2.0,Africa
6848,Ethiopia,2000,Female,Not applicable,Percent,36.68843,2005,29.8,,Africa
6849,Ethiopia,2000,Female,Not applicable,Percent,36.68843,2004,35.9,,Africa
6850,Ethiopia,2000,Female,Not applicable,Percent,36.68843,1994,27.0,,Africa
6851,Ethiopia,2000,Male,Not applicable,Percent,39.9622,2007,39.0,,Africa
6852,Ethiopia,2000,Male,Not applicable,Percent,39.9622,2005,29.8,2.0,Africa
6853,Ethiopia,2000,Male,Not applicable,Percent,39.9622,2005,29.8,,Africa
6854,Ethiopia,2000,Male,Not applicable,Percent,39.9622,2004,35.9,,Africa
6855,Ethiopia,2000,Male,Not applicable,Percent,39.9622,1994,27.0,,Africa
6856,Ethiopia,1999,Male,Not applicable,Percent,50.63325,2007,39.0,,Africa
6857,Ethiopia,1999,Male,Not applicable,Percent,50.63325,2005,29.8,2.0,Africa
6858,Ethiopia,1999,Male,Not applicable,Percent,50.63325,2005,29.8,,Africa
6859,Ethiopia,1999,Male,Not applicable,Percent,50.63325,2004,35.9,,Africa
6860,Ethiopia,1999,Male,Not applicable,Percent,50.63325,1994,27.0,,Africa
6861,Ethiopia,1999,Female,Not applicable,Percent,46.02683,2007,39.0,,Africa
6862,Ethiopia,1999,Female,Not applicable,Percent,46.02683,2005,29.8,2.0,Africa
6863,Ethiopia,1999,Female,Not applicable,Percent,46.02683,2005,29.8,,Africa
6864,Ethiopia,1999,Female,Not applicable,Percent,46.02683,2004,35.9,,Africa
6865,Ethiopia,1999,Female,Not applicable,Percent,46.02683,1994,27.0,,Africa
6866,Ethiopia,1999,All genders,Not applicable,Percent,49.050670000000004,2007,39.0,,Africa
6867,Ethiopia,1999,All genders,Not applicable,Percent,49.050670000000004,2005,29.8,2.0,Africa
6868,Ethiopia,1999,All genders,Not applicable,Percent,49.050670000000004,2005,29.8,,Africa
6869,Ethiopia,1999,All genders,Not applicable,Percent,49.050670000000004,2004,35.9,,Africa
6870,Ethiopia,1999,All genders,Not applicable,Percent,49.050670000000004,1994,27.0,,Africa
6871,Ethiopia,1998,All genders,Not applicable,Percent,55.77788,2007,39.0,,Africa
6872,Ethiopia,1998,All genders,Not applicable,Percent,55.77788,2005,29.8,2.0,Africa
6873,Ethiopia,1998,All genders,Not applicable,Percent,55.77788,2005,29.8,,Africa
6874,Ethiopia,1998,All genders,Not applicable,Percent,55.77788,2004,35.9,,Africa
6875,Ethiopia,1998,All genders,Not applicable,Percent,55.77788,1994,27.0,,Africa
6876,Ethiopia,1998,Female,Not applicable,Percent,53.96115,2007,39.0,,Africa
6877,Ethiopia,1998,Female,Not applicable,Percent,53.96115,2005,29.8,2.0,Africa
6878,Ethiopia,1998,Female,Not applicable,Percent,53.96115,2005,29.8,,Africa
6879,Ethiopia,1998,Female,Not applicable,Percent,53.96115,2004,35.9,,Africa
6880,Ethiopia,1998,Female,Not applicable,Percent,53.96115,1994,27.0,,Africa
6881,Ethiopia,1998,Male,Not applicable,Percent,56.69855,2007,39.0,,Africa
6882,Ethiopia,1998,Male,Not applicable,Percent,56.69855,2005,29.8,2.0,Africa
6883,Ethiopia,1998,Male,Not applicable,Percent,56.69855,2005,29.8,,Africa
6884,Ethiopia,1998,Male,Not applicable,Percent,56.69855,2004,35.9,,Africa
6885,Ethiopia,1998,Male,Not applicable,Percent,56.69855,1994,27.0,,Africa
6886,Ethiopia,1996,Male,Not applicable,Percent,83.09465,2007,39.0,,Africa
6887,Ethiopia,1996,Male,Not applicable,Percent,83.09465,2005,29.8,2.0,Africa
6888,Ethiopia,1996,Male,Not applicable,Percent,83.09465,2005,29.8,,Africa
6889,Ethiopia,1996,Male,Not applicable,Percent,83.09465,2004,35.9,,Africa
6890,Ethiopia,1996,Male,Not applicable,Percent,83.09465,1994,27.0,,Africa
6891,Ethiopia,1996,Female,Not applicable,Percent,79.6619,2007,39.0,,Africa
6892,Ethiopia,1996,Female,Not applicable,Percent,79.6619,2005,29.8,2.0,Africa
6893,Ethiopia,1996,Female,Not applicable,Percent,79.6619,2005,29.8,,Africa
6894,Ethiopia,1996,Female,Not applicable,Percent,79.6619,2004,35.9,,Africa
6895,Ethiopia,1996,Female,Not applicable,Percent,79.6619,1994,27.0,,Africa
6896,Ethiopia,1996,All genders,Not applicable,Percent,81.90641,2007,39.0,,Africa
6897,Ethiopia,1996,All genders,Not applicable,Percent,81.90641,2005,29.8,2.0,Africa
6898,Ethiopia,1996,All genders,Not applicable,Percent,81.90641,2005,29.8,,Africa
6899,Ethiopia,1996,All genders,Not applicable,Percent,81.90641,2004,35.9,,Africa
6900,Ethiopia,1996,All genders,Not applicable,Percent,81.90641,1994,27.0,,Africa
6901,Ethiopia,1995,All genders,Not applicable,Percent,79.85598,2007,39.0,,Africa
6902,Ethiopia,1995,All genders,Not applicable,Percent,79.85598,2005,29.8,2.0,Africa
6903,Ethiopia,1995,All genders,Not applicable,Percent,79.85598,2005,29.8,,Africa
6904,Ethiopia,1995,All genders,Not applicable,Percent,79.85598,2004,35.9,,Africa
6905,Ethiopia,1995,All genders,Not applicable,Percent,79.85598,1994,27.0,,Africa
6906,Ethiopia,1995,Female,Not applicable,Percent,76.63953000000001,2007,39.0,,Africa
6907,Ethiopia,1995,Female,Not applicable,Percent,76.63953000000001,2005,29.8,2.0,Africa
6908,Ethiopia,1995,Female,Not applicable,Percent,76.63953000000001,2005,29.8,,Africa
6909,Ethiopia,1995,Female,Not applicable,Percent,76.63953000000001,2004,35.9,,Africa
6910,Ethiopia,1995,Female,Not applicable,Percent,76.63953000000001,1994,27.0,,Africa
6911,Ethiopia,1995,Male,Not applicable,Percent,81.56130999999999,2007,39.0,,Africa
6912,Ethiopia,1995,Male,Not applicable,Percent,81.56130999999999,2005,29.8,2.0,Africa
6913,Ethiopia,1995,Male,Not applicable,Percent,81.56130999999999,2005,29.8,,Africa
6914,Ethiopia,1995,Male,Not applicable,Percent,81.56130999999999,2004,35.9,,Africa
6915,Ethiopia,1995,Male,Not applicable,Percent,81.56130999999999,1994,27.0,,Africa
6916,Ethiopia,1994,Male,Not applicable,Percent,79.46661999999999,2007,39.0,,Africa
6917,Ethiopia,1994,Male,Not applicable,Percent,79.46661999999999,2005,29.8,2.0,Africa
6918,Ethiopia,1994,Male,Not applicable,Percent,79.46661999999999,2005,29.8,,Africa
6919,Ethiopia,1994,Male,Not applicable,Percent,79.46661999999999,2004,35.9,,Africa
6920,Ethiopia,1994,Male,Not applicable,Percent,79.46661999999999,1994,27.0,,Africa
6921,Ethiopia,1994,Female,Not applicable,Percent,71.49651,2007,39.0,,Africa
6922,Ethiopia,1994,Female,Not applicable,Percent,71.49651,2005,29.8,2.0,Africa
6923,Ethiopia,1994,Female,Not applicable,Percent,71.49651,2005,29.8,,Africa
6924,Ethiopia,1994,Female,Not applicable,Percent,71.49651,2004,35.9,,Africa
6925,Ethiopia,1994,Female,Not applicable,Percent,71.49651,1994,27.0,,Africa
6926,Ethiopia,1994,All genders,Not applicable,Percent,76.69001,2007,39.0,,Africa
6927,Ethiopia,1994,All genders,Not applicable,Percent,76.69001,2005,29.8,2.0,Africa
6928,Ethiopia,1994,All genders,Not applicable,Percent,76.69001,2005,29.8,,Africa
6929,Ethiopia,1994,All genders,Not applicable,Percent,76.69001,2004,35.9,,Africa
6930,Ethiopia,1994,All genders,Not applicable,Percent,76.69001,1994,27.0,,Africa
6931,Ethiopia,1989,All genders,Not applicable,Percent,70.51754,2007,39.0,,Africa
6932,Ethiopia,1989,All genders,Not applicable,Percent,70.51754,2005,29.8,2.0,Africa
6933,Ethiopia,1989,All genders,Not applicable,Percent,70.51754,2005,29.8,,Africa
6934,Ethiopia,1989,All genders,Not applicable,Percent,70.51754,2004,35.9,,Africa
6935,Ethiopia,1989,All genders,Not applicable,Percent,70.51754,1994,27.0,,Africa
6936,Ethiopia,1989,Female,Not applicable,Percent,71.1574,2007,39.0,,Africa
6937,Ethiopia,1989,Female,Not applicable,Percent,71.1574,2005,29.8,2.0,Africa
6938,Ethiopia,1989,Female,Not applicable,Percent,71.1574,2005,29.8,,Africa
6939,Ethiopia,1989,Female,Not applicable,Percent,71.1574,2004,35.9,,Africa
6940,Ethiopia,1989,Female,Not applicable,Percent,71.1574,1994,27.0,,Africa
6941,Ethiopia,1989,Male,Not applicable,Percent,70.09984,2007,39.0,,Africa
6942,Ethiopia,1989,Male,Not applicable,Percent,70.09984,2005,29.8,2.0,Africa
6943,Ethiopia,1989,Male,Not applicable,Percent,70.09984,2005,29.8,,Africa
6944,Ethiopia,1989,Male,Not applicable,Percent,70.09984,2004,35.9,,Africa
6945,Ethiopia,1989,Male,Not applicable,Percent,70.09984,1994,27.0,,Africa
6946,Ethiopia,1988,Male,Not applicable,Percent,68.66199999999999,2007,39.0,,Africa
6947,Ethiopia,1988,Male,Not applicable,Percent,68.66199999999999,2005,29.8,2.0,Africa
6948,Ethiopia,1988,Male,Not applicable,Percent,68.66199999999999,2005,29.8,,Africa
6949,Ethiopia,1988,Male,Not applicable,Percent,68.66199999999999,2004,35.9,,Africa
6950,Ethiopia,1988,Male,Not applicable,Percent,68.66199999999999,1994,27.0,,Africa
6951,Ethiopia,1988,Female,Not applicable,Percent,69.66835999999999,2007,39.0,,Africa
6952,Ethiopia,1988,Female,Not applicable,Percent,69.66835999999999,2005,29.8,2.0,Africa
6953,Ethiopia,1988,Female,Not applicable,Percent,69.66835999999999,2005,29.8,,Africa
6954,Ethiopia,1988,Female,Not applicable,Percent,69.66835999999999,2004,35.9,,Africa
6955,Ethiopia,1988,Female,Not applicable,Percent,69.66835999999999,1994,27.0,,Africa
6956,Ethiopia,1988,All genders,Not applicable,Percent,69.04986,2007,39.0,,Africa
6957,Ethiopia,1988,All genders,Not applicable,Percent,69.04986,2005,29.8,2.0,Africa
6958,Ethiopia,1988,All genders,Not applicable,Percent,69.04986,2005,29.8,,Africa
6959,Ethiopia,1988,All genders,Not applicable,Percent,69.04986,2004,35.9,,Africa
6960,Ethiopia,1988,All genders,Not applicable,Percent,69.04986,1994,27.0,,Africa
6961,Ethiopia,1987,All genders,Not applicable,Percent,70.19595,2007,39.0,,Africa
6962,Ethiopia,1987,All genders,Not applicable,Percent,70.19595,2005,29.8,2.0,Africa
6963,Ethiopia,1987,All genders,Not applicable,Percent,70.19595,2005,29.8,,Africa
6964,Ethiopia,1987,All genders,Not applicable,Percent,70.19595,2004,35.9,,Africa
6965,Ethiopia,1987,All genders,Not applicable,Percent,70.19595,1994,27.0,,Africa
6966,Ethiopia,1987,Female,Not applicable,Percent,70.48659,2007,39.0,,Africa
6967,Ethiopia,1987,Female,Not applicable,Percent,70.48659,2005,29.8,2.0,Africa
6968,Ethiopia,1987,Female,Not applicable,Percent,70.48659,2005,29.8,,Africa
6969,Ethiopia,1987,Female,Not applicable,Percent,70.48659,2004,35.9,,Africa
6970,Ethiopia,1987,Female,Not applicable,Percent,70.48659,1994,27.0,,Africa
6971,Ethiopia,1987,Male,Not applicable,Percent,70.01243000000001,2007,39.0,,Africa
6972,Ethiopia,1987,Male,Not applicable,Percent,70.01243000000001,2005,29.8,2.0,Africa
6973,Ethiopia,1987,Male,Not applicable,Percent,70.01243000000001,2005,29.8,,Africa
6974,Ethiopia,1987,Male,Not applicable,Percent,70.01243000000001,2004,35.9,,Africa
6975,Ethiopia,1987,Male,Not applicable,Percent,70.01243000000001,1994,27.0,,Africa
6976,Ethiopia,1982,Female,Not applicable,Percent,80.96725,2007,39.0,,Africa
6977,Ethiopia,1982,Female,Not applicable,Percent,80.96725,2005,29.8,2.0,Africa
6978,Ethiopia,1982,Female,Not applicable,Percent,80.96725,2005,29.8,,Africa
6979,Ethiopia,1982,Female,Not applicable,Percent,80.96725,2004,35.9,,Africa
6980,Ethiopia,1982,Female,Not applicable,Percent,80.96725,1994,27.0,,Africa
6981,Ethiopia,1982,All genders,Not applicable,Percent,78.31158,2007,39.0,,Africa
6982,Ethiopia,1982,All genders,Not applicable,Percent,78.31158,2005,29.8,2.0,Africa
6983,Ethiopia,1982,All genders,Not applicable,Percent,78.31158,2005,29.8,,Africa
6984,Ethiopia,1982,All genders,Not applicable,Percent,78.31158,2004,35.9,,Africa
6985,Ethiopia,1982,All genders,Not applicable,Percent,78.31158,1994,27.0,,Africa
6986,Ethiopia,1982,Male,Not applicable,Percent,76.72808,2007,39.0,,Africa
6987,Ethiopia,1982,Male,Not applicable,Percent,76.72808,2005,29.8,2.0,Africa
6988,Ethiopia,1982,Male,Not applicable,Percent,76.72808,2005,29.8,,Africa
6989,Ethiopia,1982,Male,Not applicable,Percent,76.72808,2004,35.9,,Africa
6990,Ethiopia,1982,Male,Not applicable,Percent,76.72808,1994,27.0,,Africa
6991,Gabon,2002,All genders,Not applicable,Percent,40.190509999999996,2011,89.0,,Africa
6992,Gabon,2002,All genders,Not applicable,Percent,40.190509999999996,2010,88.4,,Africa
6993,Gabon,2002,All genders,Not applicable,Percent,40.190509999999996,2004,83.8,,Africa
6994,Gabon,2002,All genders,Not applicable,Percent,40.190509999999996,1993,72.2,,Africa
6995,Gabon,1997,All genders,Not applicable,Percent,51.421620000000004,2011,89.0,,Africa
6996,Gabon,1997,All genders,Not applicable,Percent,51.421620000000004,2010,88.4,,Africa
6997,Gabon,1997,All genders,Not applicable,Percent,51.421620000000004,2004,83.8,,Africa
6998,Gabon,1997,All genders,Not applicable,Percent,51.421620000000004,1993,72.2,,Africa
6999,Gabon,1997,Male,Not applicable,Percent,51.86407,2011,89.0,,Africa
7000,Gabon,1997,Male,Not applicable,Percent,51.86407,2010,88.4,,Africa
7001,Gabon,1997,Male,Not applicable,Percent,51.86407,2004,83.8,,Africa
7002,Gabon,1997,Male,Not applicable,Percent,51.86407,1993,72.2,,Africa
7003,Gabon,1997,Female,Not applicable,Percent,50.96818,2011,89.0,,Africa
7004,Gabon,1997,Female,Not applicable,Percent,50.96818,2010,88.4,,Africa
7005,Gabon,1997,Female,Not applicable,Percent,50.96818,2004,83.8,,Africa
7006,Gabon,1997,Female,Not applicable,Percent,50.96818,1993,72.2,,Africa
7007,Gabon,1996,Female,Not applicable,Percent,54.3282,2011,89.0,,Africa
7008,Gabon,1996,Female,Not applicable,Percent,54.3282,2010,88.4,,Africa
7009,Gabon,1996,Female,Not applicable,Percent,54.3282,2004,83.8,,Africa
7010,Gabon,1996,Female,Not applicable,Percent,54.3282,1993,72.2,,Africa
7011,Gabon,1996,Male,Not applicable,Percent,56.41975,2011,89.0,,Africa
7012,Gabon,1996,Male,Not applicable,Percent,56.41975,2010,88.4,,Africa
7013,Gabon,1996,Male,Not applicable,Percent,56.41975,2004,83.8,,Africa
7014,Gabon,1996,Male,Not applicable,Percent,56.41975,1993,72.2,,Africa
7015,Gabon,1996,All genders,Not applicable,Percent,55.38316999999999,2011,89.0,,Africa
7016,Gabon,1996,All genders,Not applicable,Percent,55.38316999999999,2010,88.4,,Africa
7017,Gabon,1996,All genders,Not applicable,Percent,55.38316999999999,2004,83.8,,Africa
7018,Gabon,1996,All genders,Not applicable,Percent,55.38316999999999,1993,72.2,,Africa
7019,Gabon,1992,All genders,Not applicable,Percent,60.97493000000001,2011,89.0,,Africa
7020,Gabon,1992,All genders,Not applicable,Percent,60.97493000000001,2010,88.4,,Africa
7021,Gabon,1992,All genders,Not applicable,Percent,60.97493000000001,2004,83.8,,Africa
7022,Gabon,1992,All genders,Not applicable,Percent,60.97493000000001,1993,72.2,,Africa
7023,Gabon,1992,Male,Not applicable,Percent,62.84695,2011,89.0,,Africa
7024,Gabon,1992,Male,Not applicable,Percent,62.84695,2010,88.4,,Africa
7025,Gabon,1992,Male,Not applicable,Percent,62.84695,2004,83.8,,Africa
7026,Gabon,1992,Male,Not applicable,Percent,62.84695,1993,72.2,,Africa
7027,Gabon,1992,Female,Not applicable,Percent,59.104580000000006,2011,89.0,,Africa
7028,Gabon,1992,Female,Not applicable,Percent,59.104580000000006,2010,88.4,,Africa
7029,Gabon,1992,Female,Not applicable,Percent,59.104580000000006,2004,83.8,,Africa
7030,Gabon,1992,Female,Not applicable,Percent,59.104580000000006,1993,72.2,,Africa
7031,Gabon,1989,Female,Not applicable,Percent,60.70926,2011,89.0,,Africa
7032,Gabon,1989,Female,Not applicable,Percent,60.70926,2010,88.4,,Africa
7033,Gabon,1989,Female,Not applicable,Percent,60.70926,2004,83.8,,Africa
7034,Gabon,1989,Female,Not applicable,Percent,60.70926,1993,72.2,,Africa
7035,Gabon,1989,Male,Not applicable,Percent,60.67618,2011,89.0,,Africa
7036,Gabon,1989,Male,Not applicable,Percent,60.67618,2010,88.4,,Africa
7037,Gabon,1989,Male,Not applicable,Percent,60.67618,2004,83.8,,Africa
7038,Gabon,1989,Male,Not applicable,Percent,60.67618,1993,72.2,,Africa
7039,Gabon,1989,All genders,Not applicable,Percent,60.6927,2011,89.0,,Africa
7040,Gabon,1989,All genders,Not applicable,Percent,60.6927,2010,88.4,,Africa
7041,Gabon,1989,All genders,Not applicable,Percent,60.6927,2004,83.8,,Africa
7042,Gabon,1989,All genders,Not applicable,Percent,60.6927,1993,72.2,,Africa
7043,Gabon,1988,All genders,Not applicable,Percent,62.396930000000005,2011,89.0,,Africa
7044,Gabon,1988,All genders,Not applicable,Percent,62.396930000000005,2010,88.4,,Africa
7045,Gabon,1988,All genders,Not applicable,Percent,62.396930000000005,2004,83.8,,Africa
7046,Gabon,1988,All genders,Not applicable,Percent,62.396930000000005,1993,72.2,,Africa
7047,Gabon,1988,Male,Not applicable,Percent,61.84211,2011,89.0,,Africa
