1) Demo,ProxyID,Fed7Race,StudentHomeLanguage,Grade,SchoolNumber,SchoolName,BilingualServed,BilingualEligible,Gender,SpecialEducation,pgy,egy,EnrollmentCodeDescription,WithdrawDate,GraduateDate,DropoutDate
1) Demo,3584785,Asian,Cantonese,10,14,Garfield High School,Y,Y,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3587749,Multi-Race,English,10,14,Garfield High School,N,N,Male,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3595750,Hispanic,Spanish,1,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3600411,Hispanic,English,K,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3600795,Black,English,K,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3601749,Black,Amharic,12,14,Garfield High School,Y,Y,Male,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,3604732,Multi-Race,English,11,910,Middle College High School,N,N,Female,N,2014,2014,No Show.  Last SPS school attended was this school.,,,
1) Demo,3604741,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3607411,Hispanic,English,1,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3608798,Black,English,K,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3612732,Multi-Race,English,K,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3612788,Multi-Race,Vietnamese,6,117,Washington Middle School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3613791,Hispanic,English,K,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3614788,Asian,Vietnamese,6,117,Washington Middle School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3614790,Black,English,8,117,Washington Middle School,N,N,Female,N,2018,2018,Unknown,,,20140203
1) Demo,3618412,Black,English,11,14,Garfield High School,N,N,Female,ã,2015,2015,Currently Enrolled/Attending,,,
1) Demo,3623718,Black,English,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3623749,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3628413,Caucasian,English,5,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3629798,Black,English,10,715,Interagency at KC Youth Service,N,N,Male,N,2015,2015,Unknown,,,20140220
1) Demo,3633714,Black,Oromo (Ethiopia),2,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3635418,Black,English,12,353,Interagency Academy,N,N,Male,ã,2014,2014,Attended 4 years or more and did not graduate (student drops or ages out) ,,,
1) Demo,3637713,Asian,Indonesian,2,244,Leschi Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3644747,Black,Somali,12,355,Interagency Academy,Y,Y,Female,N,2014,2014,Attended 4 years or more and did not graduate (student drops or ages out) ,,,
1) Demo,3644755,Asian,Cantonese,10,14,Garfield High School,N,N,Female,N,2015,2018,Currently Enrolled/Attending,,,
1) Demo,3645712,Asian,Toishanese,3,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3645796,Asian,Cantonese,10,983,Seattle World School,Y,Y,Female,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3646757,Black,Somali,1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3651737,Asian,Toishanese,1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3660714,Black,English,2,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3663412,Black,Somali,2,226,Bailey Gatzert Elementary,Y,Y,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3663794,Asian,Cantonese,K,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3664412,Black,Somali,3,226,Bailey Gatzert Elementary,Y,Y,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3664758,Black,Somali,1,207,Martin Luther King Jr. Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3665419,Asian,Cantonese,7,117,Washington Middle School,Y,Y,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3665795,Hispanic,English,K,272,Stevens Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3666412,Asian,Mandarin,2,226,Bailey Gatzert Elementary,Y,Y,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3667757,Asian,English,1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3669412,Black,Somali,K,226,Bailey Gatzert Elementary,Y,Y,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3674757,Black,Somali,1,244,Leschi Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3676419,Black,Tigrinya (Tigrigna),12,983,Seattle World School,Y,Y,Male,ã,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3676710,Black,Somali,12,14,Garfield High School,Y,Y,Female,N,2014,2014,Currently Enrolled/Attending,,,
1) Demo,3677744,Hispanic,Spanish,K,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3678413,Black,English,1,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3678744,Black,Oromo (Ethiopia),K,244,Leschi Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3679744,Hispanic,Spanish,K,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3688413,Black,Amharic,9,983,Seattle World School,Y,Y,Female,ã,2017,2016,Currently Enrolled/Attending,,,
1) Demo,3691710,Black,Somali,12,14,Garfield High School,N,N,Female,N,2012,2012,Currently Enrolled/Attending,,,
1) Demo,3692713,Asian,Cantonese,2,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3693419,Asian,Vietnamese,10,983,Seattle World School,Y,Y,Male,ã,2015,2015,Currently Enrolled/Attending,,,
1) Demo,3693794,Black,English,K,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3694757,Black,Oromo (Ethiopia),1,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3695710,Black,Somali,10,14,Garfield High School,Y,Y,Female,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3695757,Black,Somali,1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3697787,Caucasian,English,12,353,Interagency Academy,N,N,Female,Y,2013,2013,Attended 4 years or more and did not graduate (student drops or ages out) ,,,
1) Demo,3704741,Hispanic,Spanish,1,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3705755,Hispanic,English,1,226,Bailey Gatzert Elementary,N,N,Male,N,,,Confirmed transfer out of the school district,,,
1) Demo,3705788,Asian,Cantonese,10,14,Garfield High School,N,N,Female,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3714780,Asian,Vietnamese,6,117,Washington Middle School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3716411,Asian,Vietnamese,9,983,Seattle World School,Y,Y,Female,ã,2017,2016,Currently Enrolled/Attending,,,
1) Demo,3716796,Caucasian,English,9,349,Interagency Academy,N,N,Female,N,2015,2015,Unknown,,,20140326
1) Demo,3721796,Caucasian,English,K,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3723793,Black,Kinyarwanda,11,13,Franklin High School,N,N,Female,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,3726714,Hispanic,English,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3730417,Black,French,7,983,Seattle World School,Y,Y,Male,ã,,,Confirmed transfer out of the school district,,,
1) Demo,3732730,Hispanic,English,12,353,Interagency Academy,N,N,Male,N,2014,2014,Confirmed transfer out of the school district,,,
1) Demo,3737417,Black,French,5,233,Hawthorne Elementary,Y,Y,Female,ã,,,Confirmed transfer out of the school district,,,
1) Demo,3738417,Black,Fallani,4,233,Hawthorne Elementary,Y,Y,Female,ã,,,Confirmed transfer out of the school district,,,
1) Demo,3738730,Black,English,11,349,Interagency Academy,N,N,Male,N,2014,2014,Unknown,,,20140226
1) Demo,3740751,Hispanic,English,1,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3742412,Asian,English,9,14,Garfield High School,N,N,Female,ã,2017,2017,Currently Enrolled/Attending,,,
1) Demo,3764798,Multi-Race,English,1,256,John Muir Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3766417,Black,Nuer,9,14,Garfield High School,N,N,Male,ã,2017,2017,Currently Enrolled/Attending,,,
1) Demo,3766794,Hispanic,Spanish,6,117,Washington Middle School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3775735,Black,English,K,245,Lowell Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3780757,Asian,Toishanese,1,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3782750,Black,Somali,1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3782757,Asian,Cantonese,1,245,Lowell Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3782783,Black,Tigrinya (Tigrigna),11,14,Garfield High School,Y,Y,Male,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,3782796,Caucasian,English,K,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3785411,Asian,Vietnamese,10,983,Seattle World School,Y,Y,Male,ã,2016,2016,Confirmed transfer out of the school district,,,
1) Demo,3785790,Black,Somali,K,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3792743,Asian,Vietnamese,K,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3793413,Asian,Vietnamese,11,14,Garfield High School,Y,Y,Female,ã,2015,2015,Currently Enrolled/Attending,,,
1) Demo,3796413,Black,Somali,3,226,Bailey Gatzert Elementary,Y,Y,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3802716,Asian,Mandarin,1,935,TOPS K-8 School,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,3804417,Caucasian,English,12,353,Interagency Academy,N,N,Male,ã,2014,2014,Confirmed transfer out of the school district,,,
1) Demo,3805417,Black,English,12,353,Interagency Academy,N,N,Male,ã,2014,2014,Confirmed transfer out of the school district,,,
1) Demo,3807419,Black,English,K,249,Madrona K-8 School,N,N,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3811418,Am. Indian,English,11,715,Interagency at KC Youth Service,N,N,Female,ã,2015,2015,Unknown,,,20140221
1) Demo,3813412,Black,English,3,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3813714,Black,English,11,14,Garfield High School,N,N,Female,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,3814418,Black,English,10,715,Interagency at KC Youth Service,N,N,Male,ã,2016,2016,Unknown,,,20140207
1) Demo,3815730,Black,Somali,3,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3817413,Black,English,12,353,Interagency Academy,N,N,Male,ã,2014,2014,Attended 4 years or more and did not graduate (student drops or ages out) ,,,
1) Demo,3817418,Asian,English,10,715,Interagency at KC Youth Service,N,N,Female,ã,2016,2016,Unknown,,,20140204
1) Demo,3817712,Black,English,2,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3817790,Black,Somali,K,249,Madrona K-8 School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3819418,Asian,English,10,715,Interagency at KC Youth Service,N,N,Male,ã,2016,2016,Unknown,,,20140204
1) Demo,3819753,Multi-Race,English,1,255,Montlake Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3824746,Black,English,3,972,K-5 STEM at Boren,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,3828411,Hispanic,Spanish,1,226,Bailey Gatzert Elementary,Y,Y,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3830712,Caucasian,English,4,261,Olympic Hills Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,3832712,Caucasian,English,7,104,Eckstein Middle School,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,3846749,Black,Somali,7,249,Madrona K-8 School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3853714,Asian,English,10,14,Garfield High School,N,N,Female,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3853780,Black,Wolof,1,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3862418,Caucasian,English,10,358,Interagency Academy,N,N,Male,ã,2016,2016,Confirmed transfer out of the school district,,,
1) Demo,3862758,Black,Amharic,1,244,Leschi Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3863418,Black,English,7,715,Interagency at KC Youth Service,N,N,Male,ã,,,Unknown,,,20140204
1) Demo,3864745,Asian,Vietnamese,1,212,Thurgood Marshall Elementary,Y,Y,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,3865417,Caucasian,English,12,715,Interagency at KC Youth Service,N,N,Male,Y,2014,2014,Unknown,,,20140618
1) Demo,3866411,Black,English,12,353,Interagency Academy,N,N,Male,ã,2014,2014,Confirmed transfer out of the school district,,,
1) Demo,3867412,Caucasian,English,10,14,Garfield High School,N,N,Male,ã,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3867418,Am. Indian,English,9,715,Interagency at KC Youth Service,N,N,Male,ã,,,Unknown,,,20140204
1) Demo,3867780,Black,Somali,K,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3868418,Am. Indian,English,8,715,Interagency at KC Youth Service,N,N,Female,ã,,,Unknown,,,20140210
1) Demo,3875753,Black,Somali,1,249,Madrona K-8 School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3878417,Black,English,7,117,Washington Middle School,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3878788,Asian,Vietnamese,1,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3881412,Black,English,3,226,Bailey Gatzert Elementary,N,N,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3884741,Am. Indian,English,2,291,South Shore K-8 School,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,3884780,Black,Somali,1,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3884790,Asian,Toishanese,10,983,Seattle World School,Y,Y,Male,N,2016,2016,Unknown,,,20140620
1) Demo,3885739,Asian,Cantonese,K,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3886418,Caucasian,English,12,715,Interagency at KC Youth Service,N,N,Male,ã,2014,2014,Unknown,,,20140204
1) Demo,3887412,Black,English,12,910,Middle College High School,N,N,Male,ã,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,3889713,Black,English,2,226,Bailey Gatzert Elementary,N,N,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3890418,Asian,Cantonese,K,226,Bailey Gatzert Elementary,N,N,Female,ã,,,Currently Enrolled/Attending,,,
1) Demo,3891782,Multi-Race,English,1,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3893788,Asian,Mandarin,4,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3894758,Caucasian,English,1,974,Queen Anne Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,3894799,Black,Somali,10,983,Seattle World School,Y,Y,Female,N,2016,2019,Currently Enrolled/Attending,,,
1) Demo,3897758,Caucasian,English,1,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3898417,Multi-Race,English,9,23,Nova High School,N,N,Female,ã,2017,2017,Currently Enrolled/Attending,,,
1) Demo,3898751,Multi-Race,English,1,245,Lowell Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,3899742,Hispanic,Spanish,2,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3900758,Asian,English,1,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3904754,Black,Somali,1,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3904783,Black,Tigrinya (Tigrigna),1,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3904795,Black,Somali,K,249,Madrona K-8 School,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3905749,Black,Oromo (Ethiopia),7,117,Washington Middle School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3908752,Black,English,1,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3909795,Black,Somali,K,212,Thurgood Marshall Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3910791,Caucasian,English,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Confirmed transfer out of the school district,,,
1) Demo,3919753,Hispanic,English,1,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3919793,Asian,Cantonese,10,14,Garfield High School,Y,Y,Female,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3921730,Black,English,K,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3923419,Asian,Cantonese,8,117,Washington Middle School,Y,Y,Female,ã,2018,2018,Currently Enrolled/Attending,,,
1) Demo,3926418,Black,English,10,349,Interagency Academy,N,N,Female,ã,2016,2016,Unknown,,,20140530
1) Demo,3927418,Asian,Cantonese,9,983,Seattle World School,Y,Y,Male,ã,2017,2017,Currently Enrolled/Attending,,,
1) Demo,3928418,Asian,Cantonese,3,233,Hawthorne Elementary,Y,Y,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3930710,Black,Amharic,12,14,Garfield High School,Y,Y,Female,N,2013,2013,Currently Enrolled/Attending,,,
1) Demo,3930716,Black,Somali,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3933419,Black,English,K,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3937713,Black,Amharic,2,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3939795,Multi-Race,English,K,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3945752,Caucasian,English,1,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3946719,Multi-Race,English,2,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3947417,Black,English,10,14,Garfield High School,N,N,Male,ã,2016,2016,Currently Enrolled/Attending,,,
1) Demo,3951411,Black,Oromo (Ethiopia),8,983,Seattle World School,Y,Y,Male,ã,2018,2018,Currently Enrolled/Attending,,,
1) Demo,3952411,Black,Oromo (Ethiopia),3,233,Hawthorne Elementary,Y,Y,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3953757,Black,Somali,1,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3954757,Black,English,1,245,Lowell Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3958751,Caucasian,English,8,715,Interagency at KC Youth Service,N,N,Male,N,,,Unknown,,,20140205
1) Demo,3958758,Black,Somali,K,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3959413,Hispanic,English,7,715,Interagency at KC Youth Service,N,N,Male,ã,,,Unknown,,,20140307
1) Demo,3960418,Caucasian,English,8,715,Interagency at KC Youth Service,N,N,Male,Y,,,Unknown,,,20140318
1) Demo,3961418,Hispanic,English,12,715,Interagency at KC Youth Service,N,N,Female,ã,2014,2014,Unknown,,,20140214
1) Demo,3964413,Black,English,10,715,Interagency at KC Youth Service,N,N,Male,ã,2016,2016,Assigned to Valid School,,,
1) Demo,3965752,Asian,Cantonese,1,211,Frantz Coe Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3966742,Caucasian,English,12,14,Garfield High School,N,N,Male,N,2014,2014,Graduated with regular High School Diploma,,20140620,
1) Demo,3971417,Hispanic,English,5,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3975735,Multi-Race,English,K,249,Madrona K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3978417,Hispanic,English,K,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3981786,Black,Somali,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3985412,Black,English,K,226,Bailey Gatzert Elementary,N,N,Male,ã,,,Currently Enrolled/Attending,,,
1) Demo,3988717,Black,English,2,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,3988786,Black,Somali,7,117,Washington Middle School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3989732,Black,English,K,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,3997742,Caucasian,English,12,360,Interagency Academy,N,N,Female,N,2011,2011,Unknown,,,20140402
1) Demo,6001455,Asian,Mandarin,3,935,TOPS K-8 School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6006709,Caucasian,English,8,955,Licton Springs K-8 School,N,N,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6008480,Hispanic,Spanish,12,983,Seattle World School,Y,Y,Male,N,2013,2013,Attended 4 years or more and did not graduate (student drops or ages out) ,,,
1) Demo,6008728,Asian,Cantonese,8,117,Washington Middle School,Y,Y,Male,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,6010492,Asian,English,10,14,Garfield High School,N,N,Male,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6010728,Black,Somali,7,117,Washington Middle School,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6011748,Black,Somali,11,14,Garfield High School,N,N,Female,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6014491,Asian,Cantonese,10,14,Garfield High School,N,N,Female,N,2016,2016,Currently Enrolled/Attending,,,
1) Demo,6015515,Black,Somali,2,n/a,Not Applicable,Y,Y,Male,Y,,2025,Fully Admitted to SPS,,,
1) Demo,6016486,Black,Amharic,3,n/a,Not Applicable,Y,Y,Male,Y,,,Fully Admitted to SPS,,,
1) Demo,6021701,Black,Oromo (Ethiopia),4,226,Bailey Gatzert Elementary,Y,Y,Male,N,,,Unknown,,,20140620
1) Demo,6025559,Asian,Cantonese,9,14,Garfield High School,Y,Y,Male,N,2017,2017,Currently Enrolled/Attending,,,
1) Demo,6027553,Asian,Toishanese,11,14,Garfield High School,Y,Y,Male,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6041774,Black,English,4,244,Leschi Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6044701,Black,Oromo (Ethiopia),4,244,Leschi Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6046731,Asian,Cantonese,11,14,Garfield High School,Y,Y,Female,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6065755,Black,English,6,117,Washington Middle School,N,N,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6070477,Asian,Cantonese,2,935,TOPS K-8 School,Y,Y,Female,Y,,,Currently Enrolled/Attending,,,
1) Demo,6075475,Black,Amharic,3,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6079486,Black,Amharic,4,n/a,Not Applicable,N,N,Male,N,,,Fully Admitted to SPS,,,
1) Demo,6079580,Black,English,2,272,Stevens Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6083589,Caucasian,English,2,249,Madrona K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6084559,Asian,Cantonese,12,13,Franklin High School,Y,Y,Female,N,2013,2014,Currently Enrolled/Attending,,,
1) Demo,6084584,Black,Tigrinya (Tigrigna),2,935,TOPS K-8 School,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6087755,Black,English,11,14,Garfield High School,N,N,Male,Y,2015,2017,Currently Enrolled/Attending,,,
1) Demo,6089492,Asian,English,8,117,Washington Middle School,N,N,Male,N,2018,2018,Currently Enrolled/Attending,,,
1) Demo,6091728,Black,Somali,11,14,Garfield High School,N,N,Male,N,2015,2015,Currently Enrolled/Attending,,,
1) Demo,6095715,Black,English,2,226,Bailey Gatzert Elementary,N,N,Male,Y,,,Currently Enrolled/Attending,,,
1) Demo,6101705,Hispanic,Spanish,4,272,Stevens Elementary,Y,Y,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6102764,Black,English,4,245,Lowell Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6104492,Hispanic,Spanish,3,272,Stevens Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6105554,Black,English,1,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6107422,Asian,Toishanese,4,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6124484,Asian,Cantonese,5,226,Bailey Gatzert Elementary,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6129559,Asian,Vietnamese,12,983,Seattle World School,Y,Y,Male,N,2014,2014,Currently Enrolled/Attending,,,
1) Demo,6133701,Asian,Japanese,7,117,Washington Middle School,Y,Y,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6140559,Asian,Vietnamese,5,226,Bailey Gatzert Elementary,N,N,Male,N,,,Currently Enrolled/Attending,,,
1) Demo,6148594,Black,Arabic,2,245,Lowell Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6151786,Caucasian,Kurdish,5,226,Bailey Gatzert Elementary,N,N,Female,N,,,Currently Enrolled/Attending,,,
1) Demo,6163480,Black,Somali,12,14,Garfield High School,Y,Y,Male,N,2013,2013,No Show.  Last SPS school attended was this school.,,,
1) Demo,6169539,Asian,Vietnamese,10,14,Garfield High School,Y,Y,Male,N,2016,2016,Currently Enrolled/Attending,,,
